Href, ImageUrl, Title, Rating, NumRatings, DataSupplier, DataAuthor, DataPublisher, DataPublishYear, DataSize, DataBookLayout, Des, DataQtyOfPage, Cate0, Cate1, Cate2, Cate3, PriceSpecial, PriceOld
https://www.fahasa.com/dragon-ball-7-vien-ngoc-rong-tap-2-ngan-can-treo-soi-toc-tai-ban-2023.html https://cdn0.fahasa.com/media/catalog/product/i/m/image_185975_1.jpg "

					Dragon Ball - 7 Viên Ngọc Rồng Tập 2 - Ngàn Cân Treo Sợi Tóc (Tái Bản 2023)				" "" "(0 đánh giá)" "
Nhà Xuất Bản Kim Đồng " "
				    Akira Toriyama				" "
				    Kim Đồng				" "
				    2023				" "
				    17.6 x 11.3 x 0.9 cm				" "
				    Bìa Mềm				" "
Dragon Ball - 7 Viên Ngọc Rồng - Tập 2: Ngàn Cân Treo Sợi Tóc
Dragon Ball - 7 Viên Ngọc Rồng là câu chuyện kể về cậu bé có đuôi khỉ tên là Goku được tìm thấy bởi ông lão sống một mình trong rừng, ông lão xem đứa bé như là cháu của mình. Một ngày nọ Goku tình cờ gặp cô gái tên là Bulma trên đường đi bắt cá về, Goku và Bulma đã cùng nhau truy tìm bảy viên ngọc rồng. Bảy viên ngọc rồng chứa đựng bí mật có thể triệu hồi một con rồng và ban điều ước cho ai sở hữu chúng.
Trên cuộc hành trình dài đi tìm bảy viên ngọc rồng, họ gặp những người bạn và những đấu sĩ huyền thoại cũng như nhiều ác quỷ. Họ trải qua những khó khăn và học hỏi các chiêu thức võ thuật đặc biệt để tham gia thi đấu trong đại hội võ thuật thế giới được tổ chức hàng năm. Ngoài các sự kiện đại hội võ thuật, Goku và các bạn còn phải đối phó với các thế lực độc ác như Đại vương Pilaf, Quân đoàn khăn đỏ của Độc nhãn tướng quân, Đại ma vương Pocollo và những đứa con của hắn. Rồi họ đi đến Namek, gặp rồng thần của Namek; chạm trán rô bô sát thủ, Frieza, Cell, Ma Nhân Buu.
Tâm điểm của Dragon Ball - 7 Viên Ngọc Rồng nói về triết lý của “tình bạn, sự chiến đấu và chiến thắng vẻ vang”. Như một loạt các sự kiện xảy ra trong bộ truyện, lòng tốt và những hoạt động hướng về sự hòa bình của nhân loại, các nhân vật chính tiến triển theo một quỹ đạo của sự chiến đấu, chiến thắng, chết đi và học được những bài học quan trọng trong cuộc sống để rồi tiếp tục chiến đấu. Cùng với sự tiến triển của bộ truyện, những anh hùng tiếp tục đạt được những tiến bộ võ thuật. 
" "
				    192				" "Sách tiếng Việt" "Manga - Comic" "Manga" "Series Manga" "23.750 đ" "25.000 đ"
https://www.fahasa.com/nhoc-miko-co-be-nhi-nhanh-tap-6-tai-ban-2023.html https://cdn0.fahasa.com/media/catalog/product/i/m/image_195509_1_33488_1.jpg "

					Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 6 (Tái Bản 2023)				" "" "(0 đánh giá)" "
NXB Trẻ " "
				    ONO Eriko				" "
				    Trẻ				" "
				    2023				" "
				    11.3 x 17.6 x 1.2 cm				" "
				    Bìa Mềm				" "
Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 6
Tuy dáng người nhỏ nhắn, nhưng Miko là một cô nhóc cực kỳ khỏe khoắn năng động. Cuộc sống quanh cô nhóc lúc nào cũng rộn ràng. Mari ôm mộng làm họa sỹ truyện tranh, nên cùng Miko vẽ truyện gửi dự thi, mối quan hệ tay ba giữa Miko với Yoshida - thích Miko và Haruna - thích Yoshida... Hãy cùng thưởng thức tập truyện và sống vui tươi mỗi ngày giống Miko các bạn nhé! 
" "
				    188				" "Sách tiếng Việt" "Manga - Comic" "Manga" "Series Manga" "23.750 đ" "25.000 đ"
https://www.fahasa.com/tham-tu-lung-danh-conan-tap-75-tai-ban-2023.html https://cdn0.fahasa.com/media/catalog/product/t/h/tham-tu-lung-danh-conan_tap-75_tb-2023.jpg "

